Q,A,label
"같은 엄마 뱃속에서 태어났는데, 왜 나만 손발에 땀이 많은 다한증이야? 겨울이 끝나고 봄이 된 지 얼마나 지났다고, 고작 4월에 운동화 신는 게 답답하고 고통스럽다니 괴로워. 발에 땀이 많아서 주변에 냄새가 날까, 민폐를 끼칠까 신경 쓰여 화가 날 것 같아.","네가 얼마나 불편할지 충분히 이해가 간다. 그래도 성장하면서 쉽지 않은 이 시간들을 끝내 버텨낸 네가 얼마나 대견하고 멋진지 몰라. 괜찮을 거라고 스스로는 다독여도, 주변의 시선이 의식되고 신경 쓰이는 상황이 얼마나 성가시고 원망스러울지 이해해.",2
"본격적인 여름이 온 것도 아니고, 잠깐 포근해진 수준인 4월인데 이 정도면 앞날이 정말 깜깜해. 솔직히 누구의 잘못도 아니지만 어디에라도 억울함을 토하고 싶을 만큼 화가 나. 발이 답답하니, 자꾸만 기분도 좋지 못하고 그게 티가 나 사람들한테 감정대로 말할까봐 신경 쓰여.","주변 사람들에게, 좋은 모습만 보이려고 애써 참고 견디면서 밝고 명랑한 척할 필요 없어. 그게 힘들다면, 내게라도 마음껏 화내고 분노하면서 감정을 풀어도 된단다. 오히려 다 쏟아내고 흘려보내고 나면 격해진 지금 네 분노나 괴로운 순간도 금방 지나갈 거야.",1
"편한 옷을 입는 게 몸이 편해야 마음이 편하고, 그래야 능률이 오르니까 그런 거잖아. 그런데 벌써부터 운동화에 답답함을 느끼는 난 심신이 불편하고, 자꾸만 참을 수 없는 짜증이 밀려와. 밤마다 이런 내 신세의 처량함과 비참함에 한이 맺혀서, 이불 속에 들어가 고함을 지르곤 해.","네가 얼마나 속이 갑갑하고, 터질 것 같은 울화통이 터지면 이불 안에서 소리를 지를지 속상하다. 나도 때로는 풀어지지 않은 실타래 같은 감정이 옥죄는 기분이 들어서, 화를 내고픈 마음을 이해해. 억지로라도 소리를 토해내고 싶을 땐, 그렇게라도 하지 않으면 감정이 어디로 튈지 몰라서 그러는 거지?",2
"조금만 기온이 올라가도 내게는 무더운 날씨로 체감되는 후끈한 기운이 인내심을 약하게 만들고 불평불만을 불러. 오늘 하루도 몇 번이나 입에서 짜증 난다는 소리가 나왔는지 몰라, 이렇게 태어난 게 원통해. 아무리 열심히 살려고 해도 상황이 이러니, 존재 자체가 짜증 나고 성가시니 맨날 화만 쌓여.","억지로 마음을 다스려보려고 해도 감정이 내 계획대로 다스려지지 않으니 인생이 성가시게 느껴질 때가 있지. 우리가 서로 모르는 거지, 저마다 가슴속에 애달픈 사연 하나쯤은 있으니 네가 느끼는 노여움을 이해해. 하지만, 화만 내고 있으면 널 괴롭게 만들 텐데 할 수 있다면 마음을 누그려뜨려보면 어때?",1
"맞아, 사실 화를 내면 낼수록 기분이 나아지기는커녕 점점 더 참을성은 없어지고 격해지더라. 내가 지금 유일하게 할 수 있는 건, 나를 위해서 진정하면서 감정을 평온하게 다스리는 일이겠지? 형이 내 마음을 모를 거라 생각했는데, 이해해 주고 내 입장을 생각해 주니까 마음이 풀린다.","섣부른 말로 네가 더 상처를 받을까 봐 말을 아꼈던 거지, 네가 힘들어할 때마다 속상했어. 그 안타까운 상황을 대신 짊어질 수 없어서 미안했을 뿐이야. 그런데 네가 내 말을 잘 받아주고, 마음을 진정해 본다고 하니 얼마나 다행인지 몰라.",2
"사실 이러면 안 되는 걸 알면서도, 누구에게라도 응석 부리고 다독임을 받고 싶었던 것 같아. 형한테 솔직하게 내 감정을 토로하고 나니까, 그것만으로도 나는 속이 뻥 뚫린 것 같아. 안 좋은 감정을 털어내는 문자가 기분 나빴을 수도 있을 텐데, 받아줘서 고마워.","내가 네게 해줄 수 있는 일이 있다면, 나는 뭐라도 기꺼이 널 도울 거야. 네 감정을 받아줄 수 있는 것도, 내가 당연히 해주고 싶은 도움이야. 나쁜 것이든, 좋은 것이든 내가 필요한 순간에 네게 도움이 되면 좋겠어.",2
"여보, 고양이 학대 관련 뉴스 인터뷰하고 왔어.",생각보다 그 인터뷰를 빨리했구나.,0
응. 밥 줬던 길고양이들이 생각나서 마음이 울컥하더라. 우리 동네 길고양이들 정말 순하고 착했는데.,엄청 슬펐겠다. 나라도 그 상황에서 애통하지 않을 수 없었겠네. 얘기만 들어도 이렇게 슬픈데 당신은 오죽했을까 싶어.,2
나와 같은 사람들의 심정을 대변할 수 있을 거 같아서 슬픈 마음에도 인터뷰를 수락했었어.,뉴스 인터뷰 어떤 식으로 진행했어?,0
"그렇게 길지는 않았어. 동네에서 이런 일이 일어나 비통하고, 다시는 일어나지 않기 위해 모두가 노력해야 한다는 식으로 답했어.",인터뷰하면서 아무 잘못 없는 고양이들이 얼마나 아팠을까 하는 생각이 들고 그랬지?,0
응. 끝나고 집 오는 길에 눈물이 줄줄 나더라. 다음에 또 이런 일이 생긴다는 거 생각만 해도 또 눈물이 날 거 같아.,많은 사람이 지금 길고양이의 안전을 위해 힘내고 있는 거 당신도 알잖아. 그러니까 상황이 다 잘 풀릴 수 있을 거라고 긍정적으로 믿음을 가져보자. 이럴 때일수록 희망을 잃지 않는 게 중요해.,1
내가 희망을 가지고 살다 보면 정말 다 해결되는 날이 올까?,"분명히 그럴 거야. 사건이 잘 해결되고, 상황이 더 좋아져 괜찮을 수 있을 거야. 그러니 여보, 너무 슬퍼하지 않아도 돼. 괜찮아.",1
그렇게 말해줘서 고마워. 인터뷰하면서 슬펐던 마음이 많이 진정됐어. 당신 말처럼 이럴 때일수록 희망을 가질게.,좋아. 우리 범인 꼭 잡히길 바라면서 길고양이 잘 있는지 동네 한 바퀴 돌고 오자.,1
"언니, 나 어떡해? 큰일났어.",응? 왜 그래. 무슨 일 있어?,0
나 친구 결혼식 때문에 현금이 필요해서 ATM기에서 돈 뽑았거든. 근데 거기다가 통장 두고 온 거 같아.,아이고. 평소에 똑 부러지던 네가 어쩌다 그런 실수를 한 거야. 다시 가서 확인해봤어?,0
응. 통장 없어진 거 확인하고 바로 달려갔는데 통장이 없어. 누가 가져간 걸까? 불안해서 온몸이 떨려.,통장에 돈이 적게 든 것도 아니고 무서울 만하지. 그런 상황이라면 나 같아도 그랬을 거야.,2
나 이번에 적금 깨서 통장에 현금 엄청 많단말야. 거기다가 통장 비밀번호도 내 생일이라 비밀번호 유추하기도 쉬워. 언니 나 심장이 너무 벌렁거려.,동생아 일단 심호흡 크게 한번 해봐. 네 심정이 얼마나 불안한지 언니가 왜 모르겠어. 일단 네가 침착해야 상황을 해결 할 수 있어.,1
심호흡은 계속 하고 있는데 누가 그 돈 빼갈까 봐 두려워서 식은땀이 줄줄 흘러. 어떡하지? 어떻게 해야 할지 모르겠어. 머리가 안 돌아가.,"일단 네가 바로 갔는데 통장이 사라진 거면 누군가 가져간 건 확실하니까 일단 경찰에 신고해보는 게 어때? 누가 가져갔다고 해도 그렇게 쉽게 돈을 빼가지는 못 할 거야. 괜찮아 동생아, 많이 무섭겠지만 일단 진정하고 신고부터 해.",1
응. 그래도 언니랑 대화하면서 진정이 좀 된 거 같아. 돈 빠져나갔다는 알림은 안 오고 있으니까 조금 안심해도 되겠지? 언니 말대로 경찰에 신고부터 해야겠다.,그래. 일단 전화해봐. 너무 걱정하지 말자. 누가 돌려주려고 가져갔거나 이미 경찰서 가서 맡긴 거 일 수도 있잖아. 괜찮아. 잘 해결될 거야. 언니가 있잖아.,1
응. 내가 너무 놀라서 허둥지둥한 거 같아. 신고하고 경찰 연락 기다려볼게.,응. 조금 진정된 거 같아서 다행이다. 지금 어디에 있는지 주소 찍어서 보내줘. 언니가 바로 갈게.,2
와주려고? 언니 진짜 고마워. 언니 같은 든든한 사람이 내 언니라서 너무 다행이야.,우리 동생이 불안해 하는데 언니가 당연히 가야지. 금방 갈게 너무 불안해 하지 말고 있어.,0
"엄마, 드디어 집 바로 앞에 새로운 지하철역이 생겼어요. 그렇게 오래 기다렸는데, 드디어 생겨서 너무 기뻐요.","우리 딸 좋은 소식 정말 축하해. 결혼한 이후에, 대중교통 이용이 불편해서 힘들어했잖아. 이제는 힘들지 않아서 참 좋겠다.",2
"네 남편과 함께 이 집에 온 이후에, 새집에 들어와서 참 좋았어요. 그런데 불편한 건 딱 하나, 지하철이 없어서였거든요. 이제는 그런 불편함을 감수하지 않아도 돼서 참 기뻐요.",엄마도 전에 살던 집이 대중교통이 불편했어서 네 마음 잘 알아. 게다가 지하철이 생겼으니 집값도 많이 올라서 더 기쁠 것 같네. 네가 얼마나 신났는지 나에게도 충분히 느껴진다.,2
네 사실 남편이랑 대출을 감당하는 게 조금 힘겨웠거든요. 집값이 올라서 조금은 염려가 줄어들어요. 돈 문제도 해결된 것 같아서 마음의 짐을 좀 내려놓을 수 있겠어요.,"그래 그동안 힘들었던 것 내려놓고, 오늘은 기쁨을 충분히 즐기기 바래. 기쁜 마음으로 기쁜 소식을 받아들이면 너의 행복도 배로 느껴질 거야.",2
"엄마 말이 맞아요. 지하철이 생겨서, 이제는 멀리 걸어 다니지 않아도 되고, 이점이 참 많은 것 같아요. 이 집으로 이사 오고 나서 택시를 자주 탔었는데, 택시비도 아낄 수 있고 말이에요.","요즘 형편이 많이 어렵다고 들었는데, 그런 교통비를 줄이는 것도 너에게 큰 도움이 되겠구나. 사실, 네가 다리가 많이 약한데 오랫동안 걸어 다녀서 마음이 많이 쓰였었어. 이제는 그 문제가 해결되서 나도 기쁘네.",2
"네 병원에서도 되도록 오래 걷지 말라 했었거든요. 엄마가 걱정할까 봐 말은 안 했지만, 택시비를 아끼려고 한시간 동안 걸은 적도 있어요. 이제는 문제가 해결되었기도 하고, 너무 기쁜 날이니까 그냥 편하게 털어놓네요.",이런 얘기를 들으니 집 바로 앞에 새로운 지하철 역이 생긴 게 더 다행으로 느껴진다. 정말 잘된 일이니 다시 한번 축하해 우리 딸.,2
네 엄마의 축하를 받으니 더 기뻐요. 지하철도 생겼으니 다음에 한번 놀러 오세요. 맛있는 음식 대접할게요.,그래 언제든 초대해주렴. 엄마는 언제든 네가 부른다면 갈 준비가 되어있어. 많이 보고 싶어 우리 딸.,1
저도 정말 많이 그립고 보고 싶어요. 조만간 연락 다시 드릴게요. 곧 뵐 때까지 건강 잘 챙기고 계세요 엄마.,그래 우리 딸도 밥 잘 챙겨 먹어. 항상 건강관리 잘하고. 조만간 보자 사랑해 내 딸.,1
"오늘 아침에 우리 딸이 나 외면하면서 밉다고 하면서 코트 걸치고 학교에 휙 가버렸다. 그 모습도 사랑스럽긴 했는데, 나 너무 억울하고 상처받았어.",아침부터 딸 자랑 문자야? 억울한 일이라니 무슨 일이 있었던 거야?,0
주말에 같이 시간 보내면서 내기 걸고 게임 했는데 아빠가 돼서 양보도 안 해주냐고 하더라고. 사실 아이가 원하는 게 아이돌 콘서트라고 했는데 티켓 가격도 만만치 않아서 열심히 했어. 근데 아이가 결과에 승복하지 않아서 안 되는 건 안 되는 거라고 단호하게 얘기해줬거든.,공정함을 게임으로 교육하는 것도 좋은 방법 같네. 아이는 아빠가 왠지 일부러 져줘서 자신에게 선물해줄 거라고 기대했나 보다. 아빠는 무슨 일이 있어도 아이 바람 들어주고 싶은 마음일 테니까.,2
나도 그런 마음이지. 하지만 우리 형편에 아이돌 콘서트 티켓값은 너무 과한 지출이었어. 시원하게 보내 주고 싶은데 그러지 못하니까 또 씁쓸하고 상처는 되더라고.,어느 부모가 자식 소망을 무시하고 싶겠어. 별도 따다 주고 달도 따다 주고 아이가 바라건 다 해주고 싶지. 못해 주는 너도 참 상처였겠다.,2
맞아. 아이가 원하는 건 다 해주고 싶은데 그러기 쉽지 않더라고 타협해야 하는 일들이 참 많다. 애써 게임으로 아이한테 희망만 불어넣고 안 된다고 말하기 힘들더라. 이 마음을 또 아이에게는 들키고 싶지 않았어.,당연히 그렇지. 근데 주말에 그렇게 아이와 함께 보내면서 아이가 뭘 원하는지 어디에 관심을 쏟는지 아는 아빠잖아. 그런 아빠가 우리 아빠라고 생각하면 나는 너무 행복할 것 같은데? 아이를 사랑하는 방법이 참 현명한 것 같아.,2
그렇게 말해주니 또 내가 꽤 괜찮은 아빠인 것 같다. 그래도 남들 다 가는 아이돌 콘서트 못 보내 주는 아빠인데 원망하진 않을까 싶어. 꽤 열심히 살아서 여기까지 왔는데 그런 거 하나 못 해주니까 인생이 억울하기도 하더라고.,티켓은 지금 지나가는 일이지만 너의 인생은 그냥 지나가는 게 아니잖아. 누적되어 오는 거지. 토끼 같은 딸이랑 같이 투덕투덕하며 살아가는 게 오히려 큰 축복 아닐까?,2
맞아. 그렇게 들으니 나는 축복 속에 살고 있구나. 오늘 우리 딸이랑 맛있는 저녁 먹어야겠다. 허심탄회하게 말할 수 있게 들어줘서 고맙다.,오히려 무거운 마음을 터놓고 말해줘서 내가 고맙지. 오늘 저녁 좋은 시간 되었으면 좋겠다.,2
다음에 우리 밥 한번 먹자. 축복 속에서 사는 현명한 아빠 대표로 밥 한번 살게.,그래. 밥 사야겠다. 상처받은 마음 잘 추스르고. 얘기 잘 풀리길 바랄게.,1
"언니, 어른이 된다는 건 자기 행동에 책임을 져야 한다는 거겠지. 내가 잘못해서 책임질 일이 생겼는데 결과가 어떻게 나올지 몰라서 너무 불안해지고 손이 막 떨려. 달리 말할 곳이 없어서 언니한테 문자 보내 봐.",혹시 무슨 일 있었어? 상태가 안 좋은 것 같아서 걱정이네.,2
입사한 뒤로 처음으로 나 때문에 업무에 실수가 생겼거든. 생각보다 일이 커져서 내가 책임져야 하는 일도 생겼는데 어떻게 될지 모르겠어. 일한 경험이 별로 없어서 아직 서투른 건 어쩔 수 없다지만 마음이 너무 초조하고 불안해.,모든 게 낯설고 어려운 상황인 와중에 예상치 못한 실수를 하게 돼서 많이 놀라고 난처했겠다. 이미 내 손을 떠난 일이라는 걸 알면서도 시간을 돌이켜서 수습하고 싶었을 듯해. 많이 걱정하고 염려하고 있는 게 느껴져서 염려된다.,2
마지막으로 꼼꼼하게 확인해야 할 게 있었는데 요새 일이 너무 바빠서 그걸 놓쳤던 것 같아. 또 이번 실수를 계기로 다른 분들이 나를 안 좋게 생각하면 어쩌나 싶어서 두려워. 내 평가가 나빠질까 봐 심장이 자꾸 뛰어서 불안하네.,"사람이라면 누구나 실수를 하게 되고, 그건 일한 시간과 관계가 없다고 하더라. 실수를 한 이후에 어떻게 책임을 지는지가 가장 중요하다고 생각해. 그래도 너는 네가 맡은 일에 끝까지 책임지려고 노력하는 끈기가 있으니 무사히 해결될 거야.",1
손에서 자꾸 땀이 나서 진정하기가 어려워. 혹시라도 내가 잘못한 것 때문에 일을 더는 못하게 되는 건 아니겠지.,그런 일은 전혀 없을 테니까 걱정하지 마. 지금 몸도 마음도 많이 불안정해져서 생각이 좋지 않은 쪽으로 흘러가나 봐. 모든 일은 내가 어떻게 마음을 먹는지에 따라 달라지는 거니까 긍정적으로 생각하면서 긴장을 완화시켜 봐.,1
언니 말대로 생각을 다르게 해 보니까 마음이 한결 편안해졌어. 또 누구나 실수를 하는 거라고 하니까 나도 이번 일을 경험으로 삼아서 다음에는 더 조심해야겠어.,아직은 낯설게만 느껴지는 것들도 차근차근 해내다 보면 금세 손에 익을 거야. 그러면 마음속의 부담도 줄어들 테니까 앞으로의 일들도 너무 걱정하지 마. 앞으로도 지금처럼 최선을 다하면 되니까.,1
"응, 언니한테 연락하기를 정말 잘한 것 같아. 아까는 내 행동에 책임을 져야 한다는 생각에 너무 불안하고 괴로웠는데 훨씬 좋아졌어.",앞으로도 언제든 혼자 감당하기 어려운 고민이 생기면 언니한테 얘기해. 뭐든 성심성의껏 귀 기울이면서 함께 고민해 줄게.,1
"말만 들어도 마음이 든든해지는 기분이야. 언니 덕분에 무거웠던 고민도 내려놓고, 불편하게 뛰던 심장도 나아졌어. 나중에 또 연락할게.","그래, 언제든 괜찮아지면 메시지 또 보내 줘.",0
나 오늘 기쁜 일 있었어!,무슨 일이길래 그렇게 신이 났어?,0
나 드디어 기부를 해서 너무 기뻐! 커피 마실 돈을 저금해서 기부를 했더니 너무 뿌듯하고 기뻐.,"세상에, 듣는 나도 이렇게 기쁘고 뿌듯한데 너는 어떨지 상상이 안 돼! 정말 기쁘겠다. 그런데 어디에 기부한 거야?",2
"내가 평소에 미혼모 가정에 관심이 많았잖아, 그래서 미혼모센터에 기부하고 왔어. 커피 마실 돈을 아껴서 기부를 한 거라 금액이 크지는 않지만, 정말 뿌듯해. 좋은 일을 한 것 같아서 매우 기뻐.","기부금 액수보다 네가 그 사람들을 도와주고 싶은 마음이 더 중요한 거지! 평소에 관심이 많았던 점도 멋있지만, 기부를 했다는 점이 정말 최고로 멋있다! 액수보다도 네 생각이 정말 멋있어서 본받고 싶어.",2
"네가 그렇게 말해주니까 더 기쁘다! 커피 마실 돈을 저금하려고 집에서 음료를 싸서 다니는 게 사실 조금 귀찮았는데, 너무 뿌듯해. 그래서 앞으로도 저금해서 석 달에 한 번씩 기부하려고!",정말 멋있다! 네가 기뻐하는 모습을 보니 나도 기쁘다. 그리고 나도 저금해서 기부하고 싶다는 생각이 들어. 다음에 기부할 때 나도 같이 할 수 있을까?,2
당연하지! 네가 같이하고 싶다고 하니까 더 기뻐! 같이 할 사람이 생기니까 더 든든하고 좋다!,그렇다니 다행이야. 나도 이제 커피 마실 돈 아껴서 미혼모 가정에 조금이라도 보탬이 되고 싶어. 좋은 친구를 둔 덕분에 나도 좋은 일에 동참하게 되는 것 같아 기쁘다.,2
나도 좋은 친구와 함께하게 되어서 더 기뻐!,"네가 착하고 사려 깊은 사람이라는 건 알고 있었는데, 생각했던 것보다 더 멋있고 대단한 사람이야. 네 덕분에 항상 내가 좋은 영향을 받는 것 같아서 고마워.",2
나야말로 네 칭찬 덕분에 매번 기쁘고 행복해. 항상 좋게 말해줘서 정말 고마워! 넌 정말 좋은 친구야!,네가 기쁘다니 나도 정말 기쁘다. 다음에 기부할 때 연락해. 함께하자!,1
저 어제 우리 팀 사수한테 고백했어요. 그런데 왜 이리 마음이 불안할까요?,드디어 고백했군요. 그동안 끙끙대더니 속 시원하겠어요.,2
사수랑 진지하게 만나보고 싶다고 했는데 아무 말도 안 하더라고요. ,갑작스런 고백에 당황했나 봐요. 사수도 감정화자씨를 좋아하는 걸로 보였는데요.,0
"저도 그런 것 같아서 용기를 내서 말했는데, 반응이 없으니까 불안해요.",사수가 표현을 잘 못하는 성격이잖아요. 아마 쑥스러워서 말 못했을 수도 있어요.,0
저라면 좋으면 좋다고 바로 말할 텐데 사수가 아무 말이 없으니까 거절당할까봐 두렵기도 하고.,마음을 좀 편히 갖고 기다려 봐요. 만약에 거절을 당하더라도 마음의 상처는 생기겠지만 더 좋은 사람을 만나려고 그러는 것일 수도 있고요.,1
근데 거절당하면 너무 창피하지 않을까요?,창피할 게 뭐가 있어요. 한 마디도 못 해보고 혼자 끙끙 앓다가 후회하는 사람들도 많잖아요. 저는 그런 용기를 갖고 있는 감정화자씨가 부러운걸요.,2
이게 뭐가 부러워요. 저는 괜한 짓을 한 게 아닌가 후회하고 있는데요.,그렇지 않아요. 용기 덕분에 네 사랑을 쟁취할 수도 있잖아요. 아마 사수도 진지하게 고민 중일 거예요.,0
그럴까요? 사수가 진지하게 고민 중에 있으면 나에 대한 마음이 전혀 없었던 건 아니란 얘기겠지요?,그러니까 마음 편하게 있어 봐요. 혹시 거절을 한다 해도 너무 걱정은 하지 마요. 세상의 반이 남자예요.,1
